기타_용도_분리,Total Count
2종근린생할시설,42
폐수처리실,42
행,42
도장실,42
주민복리시설,42
컴퓨터학원,42
lpg저장소,42
피아노교습소,42
간부숙소,42
망실,41
주택및근린시설,41
재각,41
블록형,41
농산물저온저장창고,41
천주교회,41
s,41
2종근린생활시설및다가구주택,41
세척실,41
연회장,41
농산물간이저장고,41
제조실,41
재활용품보관시설,41
화약고,41
퇴비저장실,41
해태처리장,41
제2종린생활시설,41
라운지,41
야외무대,41
제2종근린생활시설외1건,41
주민상담실,41
융자,41
창고변소,41
취사식당,41
우수펌프실,41
놀이형시설,41
경비원휴게실,41
마을,41
근로복지시설,41
농촌지도소,40
자돈사,40
톱밥돈사,40
감자저장고,40
극장,40
점포외,40
재활용품선별보관창고,40
도자기,40
사슴장,40
랑,40
제2종근생및단독주택,40
유류판매취급소,40
다가구4가구,40
안마시술소,40
농업주택,40
근린생활시설2종,40
청소년게임제공업소,40
기타문화및집회시설,40
다가구주택및일반음식점,40
다가구주택11가구,40
남,40
학교교사,40
입원실,40
정화조관리실,40
공기압축기실,39
우수조,39
수,39
톱밥발효돈사,39
사무실및점포,39
휴계음식점,39
실외기실,39
c동,39
농촌,39
재활용,39
인쇄업,39
행정시설,39
교정시설,39
착유사,39
실습장,39
분만사,39
집적소,39
돌봄센터,39
토끼사육장,39
공작물,39
사료보관창고,39
일주문,39
오리사육장,39
시험소,39
소결공장,39
폐수종말처리장,39
공용창고,39
정화조기계실,39
정압기실,39
주거용시설,38
w,38
주택3가구,38
휘트니스클럽,38
교양실,38
벼,38
피로티,38
식물및동물관련시설,38
도시형다세대주택,38
소화가스실,38
화장실및샤워실,38
체육창고,38
다가구2세대,38
비주거,38
전문대학,38
주민공동,38
다가구3가구,38
연립사택,38
공동건조장,38
위락시설외,38
수퍼마켓,38
여성친화공간,38
청소년야영장,38
염소사육사,37
서점,37
처리장,37
위,37
no,37
냉장고,37
단독주택및소매점,37
집단에너지공급시설,37
간이휴게소,37
사원아파트,37
공원에,37
인터넷컴퓨터게임시설제공업,37
대피시설,37
노래연습실,37
옥외elev,37
근로자휴게소,37
r,37
관련제품제조업,37
현관,37
농기계보관용,37
제강공장,37
팬룸,37
기타제2종근린생활시설,37
장독대,37
탱크실,37
19호,37
7호,37
12가구용,37
오리축사,37
융자주택,37
벼건조장,36
사슴사,36
도장,36
태양열주택,36
수처리실,36
어업용,36
위험물보관창고,36
일용소매점,36
사무실및숙소,36
비가림,36
다세대주택10세대,36
제1종근린생황시설,36
자동차운전학원,36
양곡보관창고,36
주택부,36
관리사및,36
다락,36
내무반,36
비육사,36
복리동,36
마을복지회관,36
작물,36
간이저장고,36
다가구주택14가구,36
고압가스판매소,36
직장어린이집,36
공용,36
무도장,36
제1종및,36
재활용시설,36
20호,36
백화점,36
상무아파트,36
다가구3,36
학교교육시설,35
단지형다세대10세대,35
지하주차장3,35
농가용저온창고,35
중계소,35
골프연습실,35
점포및창고,35
폐수처리기계실,35
정자각,35
대세대주택,35
짚창고,35
공원,35
퇴비저장고,35
공동시설,35
기타전시장,35
생활편익,35
고아원,35
농협창고,35
제1종근린생활시설외1건,35
가축시장,35
미화원휴게실,35
축사관리사,35
탈수기실,35
기타방적업,35
주거용주택,35
전복축양장,35
숲속의집,35
철문및관련제품제조업,35
창고및퇴비사,35
양궁장,35
및업무시설,35
경비실4,34
도시가스배관시설,34
종대,34
해태종합처리장,34
방재센타,34
통제실,34
해태공장,34
공동세탁실,34
곡간,34
골재야적장,34
주조장,34
액비저장조,34
경비원,34
선방,34
직판장,34
농업,34
일반음식점및,34
주택및농업용창고,34
사료저장고,34
미곡처리장,34
외부elev,34
사무실및식당,34
전시,34
검문소,34
보관실,34
집중구내통신실,33
후생시설,33
동력실,33
마을쉼터,33
한옥체험업,33
개량곡간,33
기타제1종근린생활시설,33
하치장,33
생활부업실,33
농업용관리사,33
주민복지시설,33
송신소,33
선박수리시설,33
쓰레기보관소,33
운전원대기실,33
근린운동시설,33
건축자재,33
제2종근린생활시,33
lpg,33
다세대임대주택,33
관리창고,33
스파,33
숙박시설외1,33
교회교육관,33
세미나실,33
공동주택및업무시설,33
유상각,33
주민센터,33
인포넷실,33
가공시설,33
멀티미디어실,33
농자재창고,33
기타일반숙박시설,33
제2종그린생활시설,33
변압기실,33
다가구10가구,32
의약품도매점,32
제1종근린시설,32
소화약제실,32
관광휴게실,32
다가구2가구,32
퇴비,32
동물미용실,32
교환실,32
고압가스,32
과수원관리사,32
다가구주택10가구,32
유독물창고,32
공원관리사무소,32
명부전,32
단독주택2가구,32
개방형축사,32
제1종제2종근린생활시설,32
통신,32
공장관련시설,32
전실,32
농가주택및축사,32
조사,32
재활용품보관실,32
콤프실,32
장비고,32
고가수조,32
제2종근린새활시설,32
오수정화조,32
공동주택및,32
유류고,32
이동식화장실,32
지하층,32
단독주태,32
공장및주택,32
단지형다세대8세대,32
수변전실,32
관람석,32
톱밥발효축사,31
시정,31
식품제조공장,31
연구,31
우사및,31
주택및제1,31
다새대주택,31
과학관,31
화물터미널,31
톱밥,31
29세대,31
제거식화장실,31
차양막,31
그늘막,31
4층,31
자원봉사자실,31
굴박신장,31
주민휴게실,31
스라브,31
건축물,31
주택외2,31
기타공공업무시설,31
재가노인복지시설,31
발효실,31
일반음식점및단독주택,31
농가주택외,31
농산물선별장,31
교도소,31
수산물가공시설,31
양노당,31
데이터센터,31
3동,31
도시철도역사,31
동각,31
특수학교,31
부속관리사,31
교육연구및복지시설외,31
모터실,31
다목적,31
여객터미널,31
공영주차장,31
장비실,31
95,31
농가형주택,31
점포및근린생활시설,31
축사창고,31
잎담배저장창고,31
철근콘크리트조,30
식품제조,30
국궁장,30
빗물저류조관리층,30
다가주택,30
콤프레셔실,30
유류저장소,30
원자력발전소,30
화약류저장소,30
제2종근린생횔시설,30
계분창고,30
2종근생및주택,30
정비동,30
탈수기동,30
다가구및근생,30
다가구2,30
잎담배건조장,30
청소년수련의집,30
농자재보관창고,30
소극장,30
하수등,30
기계식세차장,30
기타건축용목재품제조업,30
감귤선과장,30
퇴비창고,30
전기발전기실,30
농수산물보관,30
2개소,30
기계식세차설비,30
건초사,30
우물,30
식당및기숙사,30
과실품질관리시설,30
한우축사,30
동물관련,30
보관시설,30
다세대주택외1,30
종합의료시설,30
주택및지하부속사,30
유해공장,30
로비,30
지원개량,29
새우양식장,29
전자유기장,29
가스,29
관람집회,29
시멘트싸이로,29
도시형원룸,29
제어감시실,29
f,29
간이화장실,29
가스판매소,29
밸브실,29
단독다가구,29
저온저장,29
건창고,29
본부석,29
근로자,29
한약방,29
상담실,29
마을공동체험장,29
복합상가,29
물품보관소,29
공원시설,29
창고및헛간,29
종무소,29
광원사택,29
농촌체험장,29
교회및주택,29
꿩사육장,29
시청각실,29
계분처리장,29
건조,29
기타야영장시설,29
전도관,29
구매및생활시설,29
농촌체험관,29
실내골프장,29
다가구주택15가구,29
새마을공장,29
관,29
주택및화장실,29
공장및근린생활시설,29
농가용저온저장고,29
부속축사,29
단독주택및부속창고,29
부속사창고,29
농산시설,29
교육연구및복지지설,29
다목적홀,29
및근생,29
농촌개량주택,29
다세대주택외,29
제2종근생및다가구주택,29
식품가공,29
단독주책,28
다가구5가구,28
가스정압기실,28
용역휴게실,28
근린생활시설및사무실,28
교,28
미용소,28
가공실,28
숙박동,28
자원순환,28
세차기,28
건강증진센터,28
근린및,28
인쇄공장,28
단독주택3가구,28
농기구수리소,28
위험물판매소,28
교원사택,28
소독시설,28
숙박업,28
판매시설및근린생활시설,28
정류장,28
동물및식물관련,28
마을정각,28
저온냉동창고,28
직원사택,28
김가공공장,28
영육아보육시설,28
주택부속,28
제1종근린생화시설,28
우,28
자동화창고,28
부속식당,28
일반음식점및사무소,28
농협,28
한문학원,28
농수산물저장창고,28
교욱연구시설,28
선구점,28
스레트,28
2호연립주택,28
택배보관함,28
근린생활시설주택,28
수양관,28
동재,28
외부,28
제2종근린생활시설및창고,28
제1종근린생활시설및다세대주택,28
유독물저장소,28
집진기실,27
창고및우사,27
근린새활시설,27
대성전,27
제1종근린생활시설및제2종근린생활시설,27
스타트하우스,27
리사무실,27
조산원,27
27세대,27
노유자시설외1,27
사랑방,27
감시제어반,27
새마을유아원,27
농산물작업장,27
농수산물저온창고,27
단독주택및제1,27
다세대형,27
양송이사,27
경찰서,27
주택2가구,27
공용홀,27
control,27
위험물보관소,27
노인요양원,27
기타공용,27
액화가스,27
주2,27
농산물간이,27
선광장,27
주택및동물관련시설,27
주차장및창고,27
주부,27
관망탑,27
공장및창고시설,27
영유아,27
우수저류조관리층,27
휴게,27
지상주차장,27
농업관련시설,27
산장,27
도시형생활형주택,27
업무시설및,27
물관련시설,27
공동목욕탕,27
폐수종말처리시설,27
물품보관실,27
다목적창고,27
물리치료실,27
소각로,27
탕비실,27
대규모점포,27
관련제품,27
기숙사및식당,27
경비,27
돈,26
부속사무소,26
열연공장,26
떡방아간,26
창고및저온저장고,26
야적창고,26
lpg충전소,26
분쇄실,26
약방,26
자동차학원,26
다가구3세대,26
공장외,26
화장실및,26
차양시설,26
22세대,26
중계펌프장,26
소방창고,26
오폐수처리시설,26
주거용오피스텔,26
골프클럽,26
창고시설및제2종근린생활시설,26
일반게임제공업,26
휴계소,26
미술학원,26
약품실,26
지킴이실,26
컴프레샤실,26
생및다가구주택,26
씨름장,26
지상,26
원료처리공장,26
단독주,26
주간보호센터,26
숙소동,26
육상어류축양장,26
근린생활주택,26
교당,26
무도유흥음식점,26
양곡,26
가스저장,26
레미콘제조업,26
재활용폐기물보관소,26
문주,26
다가구용단독주택4가구,26
실내수영장,26
출판사,26
아파트및근린생활시설,25
방범초소,25
수련원,25
이용실,25
마을회관및경로당,25
소매점및사무실,25
유량계실,25
농산물판매시설,25
예체능계학원,25
어장막,25
급식시설,25
용기보관실,25
및공동주택,25
자동교환장치기계실,25
위험물옥외저장소,25
위생시설,25
명륜당,25
업무시설외3,25
창고1,25
프로그램실,25
단독주택10가구용,25
제2종근생및주택,25
관음전,25
자동차관련,25
근린샐활시설,25
창고외,25
조례대,25
강의동,25
동물사육장,25
어린이도서관,25
농림수산업용,25
21세대,25
에듀센터,25
제2동근린생활시설,25
행랑채,25
산업시설,25
다가구용단독주택3가구,25
아파트상가,25
소매점및사무소,25
슈퍼,25
2세대다가구,25
임시가설건축물,25
옥외저장소,25
액화가스충전소,25
품질관리실,25
안마원,25
국방시설본부,25
스크린골프연습장,25
무인택배,25
다세대주택9세대,25
금속문및관련제품제조업,25
계근실,25
판매점,25
마을공동농기계창고,25
농기계보관시설,25
차량정비고,25
자동세차장,25
유독물판매소,25
농가창고및주택,24
단지형도시형생활주택,24
3용도,24
직원아파트,24
맘스존,24
창고및욕실,24
버스승강장,24
외1종,24
평가건주택,24
다세대주택7세대,24
다가구및근린생활시설,24
정비창고,24
택지1,24
농가주택및농업용창고,24
농기계공동창고,24
부속1호,24
커피숍,24
위험물일반취급소,24
오폐수처리장,24
목공실,24
수의실,24
공구창고,24
실내낚시터,24
후생동,24
식물관려시설,24
곡물창고,24
곡물도정업,24
도장공장,24
모자요,24
부속변소,24
기자재보관창고,24
두부공장,24
gx,24
아영장시설,24
연립주택및근린생활시설,24
해태가공처리장,24
농산물산지유통시설,24
가축용,24
배전반실,24
인쇄,24
냉장실,24
사슴사육사,24
주상복합,24
사주문,24
접견실,24
회의장,24
일반단독주택,24
조류사육장,24
